ind_variables,p,SSE,R2,adj_R2,Cp,AIC,BIC,PRESS
LSTAT + TAX + NOX,3,77.4461616253712,0.6745246495039479,0.6706032597389352,47.953517068195765,-11.488955236816537,2.6446027180935445,15.40904692409914
LSTAT + TAX + AGE,3,76.49737118215924,0.6817623878353047,0.677928199736935,44.35230195450214,-17.525224813430555,-3.3916668585204732,15.156544696578303
LSTAT + TAX + PTRATIO,3,74.84087250208553,0.7033938048717493,0.6998202362557463,38.06491981951751,-32.32201727554934,-18.18845932063926,14.208599344338786
LSTAT + TAX + RAD,3,77.12453058618262,0.6785508457370307,0.6746779643603684,46.73273900529938,-14.41773713038583,-0.28417917547574945,15.216831121020787
LSTAT + TAX + DIS,3,76.19779859256042,0.6829626565206105,0.6791429294907383,43.21524861988013,-17.976428326636665,-3.8428703717265833,15.07767407863455
LSTAT + TAX + B,3,77.36471232733486,0.6795404413835986,0.6756794828460516,47.64436930518161,-14.939311295073708,-0.8057533401636263,15.025409235378634
LSTAT + TAX + ZN,3,77.23595996500183,0.6757938373976933,0.6718877390530872,47.15567872395292,-11.884841494077364,2.2487164608327177,15.261009553536095
LSTAT + NOX + AGE,3,77.73798167412511,0.676233069583084,0.6723322631925188,49.06114497230254,-11.892538026393254,2.2410199285168275,15.76660380581469
LSTAT + NOX + PTRATIO,3,75.28803395192173,0.704289085324183,0.7007263032196551,39.76215927100253,-31.925968140087434,-17.792410185177353,14.152542633848356
LSTAT + NOX + RAD,3,78.29240030299303,0.6669065092758923,0.6628933346888549,51.16548820201871,-5.678171726607843,8.455386228302238,15.875664040091904
LSTAT + NOX + DIS,3,77.85234136685914,0.677516381523821,0.6736310367229033,49.495206947544375,-12.491519700282652,1.6420382546274297,15.720846897013322
LSTAT + NOX + B,3,78.7111170723012,0.6734183135821632,0.6694835944686953,52.75476344058967,-9.929137277533528,4.204420677376554,15.500704443259947
LSTAT + NOX + ZN,3,79.05054197639046,0.6668327783469628,0.6628187154354803,54.04307963655833,-4.572357415229021,9.56120053968106,16.030609054887485
LSTAT + AGE + PTRATIO,3,75.60972102519793,0.7082207606004218,0.7047053480775354,40.983150016061415,-33.94431469384347,-19.810756738933385,14.299316776974033
LSTAT + AGE + RAD,3,77.35233223766454,0.672392042352908,0.6684449585258345,47.59737961810305,-10.080866158344122,4.052691796565959,15.738235870494313
LSTAT + AGE + DIS,3,78.94134498684437,0.6713409247239364,0.6673811768290441,53.62861314194237,-7.329759445987065,6.803798508923016,16.269417007560353
LSTAT + AGE + B,3,78.03540898713993,0.6791231096699268,0.6752571230394441,50.1900557265343,-14.255118122858164,-0.12156016794808266,15.474421045054987
LSTAT + AGE + ZN,3,78.39445843044138,0.6781360671177762,0.6742581884083518,51.552858536186534,-10.380298231918061,3.75325972299202,15.962119359895265
LSTAT + PTRATIO + RAD,3,75.55615474625304,0.7015897333296988,0.6979944289119844,40.779834632036625,-29.936013131072514,-15.802455176162432,14.442091534248418
LSTAT + PTRATIO + DIS,3,75.40266860380983,0.7069137963999408,0.7033826373204219,40.19726487718344,-32.95368441072134,-18.820126455811256,14.373933933012943
LSTAT + PTRATIO + B,3,75.27144256285449,0.7108974875181204,0.707414324717134,39.69918523759651,-38.04193643972883,-23.908378484818748,13.739713272764673
LSTAT + PTRATIO + ZN,3,75.75635462890673,0.7028325710968891,0.6992522406281769,41.539710375231834,-30.293736968928158,-16.160179014018077,14.29910297712588
LSTAT + RAD + DIS,3,77.28663924549971,0.6725469712968479,0.6686017540835569,47.348036258944774,-9.926226262224077,4.2073316926860045,15.725833784437878
LSTAT + RAD + B,3,77.9914165850007,0.6740025698726757,0.6700748899916236,50.023078809128606,-10.83014527458721,3.3034126803228716,15.405587873423132
LSTAT + RAD + ZN,3,78.2176670938516,0.6681168759951789,0.6641182841396991,50.881831927674455,-6.106576095979449,8.026981858930633,15.760138439423423
LSTAT + DIS + B,3,78.15424021027572,0.6788913095039126,0.6750225301003454,50.64108977709509,-13.936706493343536,0.19685146156654554,15.51034908709139
LSTAT + DIS + ZN,3,78.10712839678948,0.6865964054495388,0.6828204585272442,50.462272867656395,-15.374399468033971,-1.2408415131238897,16.000792589827512
LSTAT + B + ZN,3,78.9103253318005,0.6751249251888783,0.6712107676610335,53.51087539345974,-10.547652197340994,3.585905757569087,15.355897618787996
